episodio,recompensa,feromona_media,feromona_max,peso_aco_aplicado
0,6.320000000000034,1.0010201930999756,1.2489126920700073,0.5
1,-4.999999999999938,0.9509692788124084,1.1864670515060425,0.49996
2,8.059999999999999,0.9544413089752197,1.441416621208191,0.49992
3,5.880000000000043,0.957739531993866,1.5149768590927124,0.49988
4,-4.999999999999938,0.9098525047302246,1.4392279386520386,0.49984
5,8.52,0.9153803586959839,1.5024017095565796,0.4998
6,9.6,0.9206316471099854,1.870055079460144,0.49976
7,7.820000000000002,0.9256206154823303,1.9199955463409424,0.49972
8,9.14,0.930359959602356,2.154147148132324,0.49968
9,9.42,0.9348624348640442,2.2503433227539062,0.49964
10,9.42,0.939139723777771,2.532768487930298,0.4996
11,9.24,0.9432030320167542,2.669287919998169,0.49956
12,9.42,0.9470633864402771,3.053065061569214,0.49952
13,8.84,0.950730562210083,3.1590325832366943,0.49948
14,9.84,0.9542143940925598,3.6260809898376465,0.49944
15,9.68,0.9575239419937134,4.239851951599121,0.4994
16,9.4,0.9606682658195496,4.527858734130859,0.49936
17,8.54,0.9636552929878235,4.438452243804932,0.49932
18,9.02,0.9664928913116455,4.4206109046936035,0.49928
19,9.26,0.9691886305809021,4.740120887756348,0.49924
20,8.379999999999999,0.9717496037483215,4.6265716552734375,0.4992
21,9.82,0.9741824269294739,4.950798988342285,0.49916
22,9.66,0.9764938354492188,4.997376441955566,0.49912
23,9.04,0.9786896109580994,4.955840587615967,0.49908
24,9.68,0.9807754755020142,5.645548343658447,0.49904
25,9.68,0.9827570915222168,5.9882707595825195,0.499
26,9.74,0.9846396446228027,6.073472499847412,0.49896
27,9.6,0.986427903175354,6.019798755645752,0.49892
28,9.56,0.9881270527839661,6.173353672027588,0.49888
29,9.02,0.9897410273551941,5.966726779937744,0.49884
30,9.32,0.9912742972373962,5.815449237823486,0.4988
31,9.48,0.992730975151062,5.716984272003174,0.49876
32,9.8,0.9941149353981018,5.931135177612305,0.49872
33,8.379999999999999,0.9954296946525574,5.758035182952881,0.49868
34,9.5,0.9966785907745361,5.670133113861084,0.49863999999999997
35,9.68,0.997864842414856,5.699126243591309,0.4986
36,9.8,0.9989919662475586,5.914169788360596,0.49856
37,8.959999999999999,1.0000629425048828,5.8107686042785645,0.49852
38,9.72,1.0010801553726196,6.269960403442383,0.49848
39,9.62,1.0020465850830078,6.219620227813721,0.49844
40,9.8,1.0029646158218384,6.408638954162598,0.4984
41,9.84,1.003836750984192,7.338206768035889,0.49836
42,9.7,1.0046653747558594,7.304629802703857,0.49832
43,9.84,1.0054525136947632,7.564398288726807,0.49828
44,9.04,1.0065171718597412,7.3945112228393555,0.49824
45,9.52,1.0100433826446533,7.45529842376709,0.4982
46,9.62,1.0133932828903198,7.608849048614502,0.49816
47,9.54,1.0165756940841675,7.868084907531738,0.49812
48,9.58,1.0195988416671753,8.188965797424316,0.49808
49,9.44,1.0224709510803223,8.136659622192383,0.49804
50,9.72,1.0251994132995605,8.086969375610352,0.498
51,9.52,1.0277915000915527,7.890954494476318,0.49796
52,9.82,1.0302540063858032,8.051961898803711,0.49792
53,9.18,1.0325933694839478,8.9144287109375,0.49788
54,9.5,1.0348155498504639,8.868706703186035,0.49784
55,9.72,1.0369268655776978,8.425271034240723,0.4978
56,9.84,1.0389326810836792,8.168715476989746,0.49776
57,9.82,1.0408380031585693,8.315834999084473,0.49772
58,9.7,1.0426480770111084,8.233376502990723,0.49768
59,9.56,1.044367790222168,8.680617332458496,0.49764
60,9.7,1.0460013151168823,8.31319808959961,0.4976
61,9.82,1.0475534200668335,8.453093528747559,0.49756
62,9.72,1.049027681350708,8.387580871582031,0.49752
63,9.82,1.0504283905029297,8.523756980895996,0.49748
64,9.44,1.051758885383606,8.276141166687012,0.49744
65,9.58,1.0530391931533813,8.100428581237793,0.4974
66,9.78,1.0542649030685425,8.604496955871582,0.49736
67,9.8,1.055429220199585,8.674271583557129,0.49732
68,9.76,1.056535243988037,8.657224655151367,0.49728
69,9.84,1.0575939416885376,8.849363327026367,0.49724
70,9.68,1.058617353439331,8.71939468383789,0.4972
71,9.72,1.0595895051956177,8.6405668258667,0.49716
72,9.86,1.0605131387710571,8.922823905944824,0.49712
73,9.68,1.0613915920257568,8.789182662963867,0.49708
74,9.7,1.0622506141662598,8.683056831359863,0.49704
75,9.82,1.0630666017532349,8.804459571838379,0.497
76,9.82,1.0638419389724731,8.919792175292969,0.49696
77,9.7,1.0645782947540283,8.807135581970215,0.49692
78,9.8,1.0652780532836914,8.866778373718262,0.49688
79,9.72,1.0659427642822266,8.7805814743042,0.49684
80,9.82,1.0665740966796875,8.89710807800293,0.4968
81,9.86,1.067173957824707,9.16653823852539,0.49676
82,9.78,1.067718267440796,9.162755966186523,0.49672
83,9.8,1.0682353973388672,9.204618453979492,0.49668
84,9.86,1.068726658821106,9.458673477172852,0.49664
85,9.78,1.0691933631896973,9.440284729003906,0.4966
86,9.84,1.0696367025375366,9.593270301818848,0.49656
87,9.88,1.070057988166809,9.946939468383789,0.49652
88,9.82,1.0704318284988403,10.0,0.49648
89,9.8,1.0708134174346924,10.0,0.49644
90,9.86,1.070082426071167,10.0,0.4964
91,9.84,1.0698436498641968,10.0,0.49636
92,9.7,1.0702544450759888,9.833333015441895,0.49632
93,9.82,1.070644736289978,9.897221565246582,0.49628
94,9.82,1.0710155963897705,9.957915306091309,0.49624
95,9.88,1.068222165107727,10.0,0.4962
96,9.68,1.0687142610549927,9.8125,0.49616
97,9.82,1.069197654724121,9.877429962158203,0.49612
98,9.8,1.0696918964385986,9.88355827331543,0.49608
99,9.84,1.0699412822723389,10.0,0.49604
100,9.82,1.0695478916168213,10.0,0.496
101,9.84,1.0681138038635254,10.0,0.49596
102,9.82,1.0678373575210571,10.0,0.49592
103,9.72,1.0639197826385498,10.0,0.49588
104,9.76,1.0609095096588135,10.0,0.49584
105,9.86,1.0618109703063965,10.0,0.4958
106,9.86,1.0594966411590576,10.0,0.49576
107,9.86,1.057297945022583,10.0,0.49572
108,9.86,1.054300308227539,10.0,0.49568
109,9.82,1.0517301559448242,10.0,0.49564
110,9.86,1.0489287376403809,10.0,0.4956
111,9.84,1.0481131076812744,10.0,0.49556
112,9.84,1.0473401546478271,10.0,0.49552
113,9.86,1.0447994470596313,10.0,0.49548
114,9.82,1.0456492900848389,10.0,0.49544
115,9.88,1.0424995422363281,10.0,0.4954
116,9.82,1.0409244298934937,10.0,0.49536
117,9.82,1.0422718524932861,10.0,0.49532
118,9.88,1.0393568277359009,10.0,0.49528
119,9.86,1.038422703742981,10.0,0.49524
120,9.82,1.0399988889694214,10.0,0.4952
121,9.84,1.0383431911468506,10.0,0.49516
122,9.84,1.0344107151031494,10.0,0.49512
123,9.84,1.0338636636734009,10.0,0.49508
124,9.86,1.0310512781143188,10.0,0.49504
125,9.84,1.0319807529449463,10.0,0.495
126,9.84,1.032896876335144,10.0,0.49496
127,9.84,1.0334769487380981,10.0,0.49492
128,9.86,1.0318611860275269,10.0,0.49488
129,9.86,1.029371976852417,10.0,0.49484
130,9.86,1.0270285606384277,10.0,0.4948
131,9.82,1.0269384384155273,10.0,0.49476
132,9.86,1.0229259729385376,10.0,0.49472
133,9.84,1.0212271213531494,10.0,0.49468
134,9.78,1.0185980796813965,10.0,0.49464
135,9.84,1.0202114582061768,10.0,0.4946
136,9.86,1.0194960832595825,10.0,0.49456
137,9.86,1.0188186168670654,10.0,0.49452
138,9.86,1.0142948627471924,10.0,0.49448
139,9.82,1.0097706317901611,10.0,0.49444
140,9.88,1.0088739395141602,10.0,0.4944
141,9.82,1.0108847618103027,10.0,0.49436
142,9.84,1.0086603164672852,10.0,0.49432
143,9.82,1.0097370147705078,10.0,0.49428
144,9.84,1.0120307207107544,10.0,0.49424
145,9.86,1.0128648281097412,10.0,0.4942
146,9.84,1.013374924659729,10.0,0.49416
147,9.82,1.0121158361434937,10.0,0.49412
148,9.86,1.0121773481369019,10.0,0.49408
149,9.88,1.0112112760543823,10.0,0.49404
150,-10.07,0.9643752574920654,9.5,0.494
151,-10.08,0.9198893308639526,9.024999618530273,0.49396
152,-10.06,0.8776448965072632,8.573749542236328,0.49392
153,-10.03,0.8375125527381897,8.145061492919922,0.49388
154,9.82,0.8504074215888977,8.293363571166992,0.49384
155,-10.049999999999999,0.8116114735603333,7.878695487976074,0.4938
156,9.88,0.8257821798324585,8.318094253540039,0.49376
157,-10.02,0.7882174849510193,7.902189254760742,0.49372
158,-10.04,0.752531111240387,7.507079601287842,0.49368
159,9.86,0.7696679830551147,7.846011161804199,0.49364
160,-10.03,0.7349600791931152,7.453710556030273,0.4936
161,-10.04,0.7019875049591064,7.081025123596191,0.49356
162,-10.07,0.6706950664520264,6.726974010467529,0.49352
163,-10.11,0.6409868597984314,6.390625,0.49348
164,-10.02,0.6127639412879944,6.071093559265137,0.49344
165,-10.04,0.5859523415565491,5.767539024353027,0.4934
166,9.86,0.6115016937255859,6.193448066711426,0.49336
167,-10.129999999999999,0.5847530961036682,5.88377571105957,0.49332
168,9.86,0.6103935241699219,6.303872585296631,0.49328
169,-10.04,0.583751380443573,5.988678932189941,0.49324
170,-10.03,0.5584414005279541,5.689244747161865,0.49319999999999997
171,-10.04,0.5343968272209167,5.404782295227051,0.49316
172,-10.09,0.5115545392036438,5.134542942047119,0.49312
173,9.86,0.5408747792243958,5.592101573944092,0.49308
174,-10.1,0.5177434682846069,5.312496662139893,0.49304
175,9.88,0.5468052625656128,5.880205154418945,0.493
176,9.88,0.5744140148162842,6.419528484344482,0.49296
177,-10.03,0.5496218800544739,6.0985517501831055,0.49292
178,-10.02,0.5260725021362305,5.793623924255371,0.49288
179,-10.02,0.5037229657173157,5.503942489624023,0.49284
180,-10.03,0.48249807953834534,5.228745460510254,0.4928
181,-10.1,0.46235284209251404,4.967308044433594,0.49276
182,-10.049999999999999,0.4432147145271301,4.718942642211914,0.49272
183,-10.03,0.42503634095191956,4.482995510101318,0.49268
184,-10.02,0.4077896177768707,4.258845806121826,0.49264
185,-10.02,0.3914150297641754,4.04590368270874,0.4926
186,-10.129999999999999,0.3758748769760132,3.8436083793640137,0.49256
187,-10.049999999999999,0.3611117899417877,3.651427984237671,0.49252
188,-10.02,0.3470868170261383,3.4688565731048584,0.49248
189,-10.12,0.3337630331516266,3.2954137325286865,0.49244
190,-10.14,0.3211055099964142,3.130642890930176,0.4924
191,-10.03,0.309089720249176,2.9741106033325195,0.49236
192,-10.02,0.29769137501716614,2.8254051208496094,0.49232
193,-10.1,0.28686293959617615,2.6841347217559814,0.49228
194,-10.09,0.27659937739372253,2.5499279499053955,0.49224
195,-10.02,0.26687654852867126,2.422431468963623,0.4922
196,-10.02,0.2576497793197632,2.301309823989868,0.49216
197,-10.03,0.2488999217748642,2.186244249343872,0.49212
198,-10.129999999999999,0.24058759212493896,2.076931953430176,0.49208
199,9.86,0.2837112545967102,2.687371015548706,0.49204
200,-10.03,0.2736789286136627,2.55300235748291,0.492
201,9.88,0.31517350673675537,3.258685350418091,0.49196
202,-10.1,0.3035762906074524,3.0957510471343994,0.49192
203,-10.049999999999999,0.29258114099502563,2.9409635066986084,0.49188
204,-10.049999999999999,0.2821357548236847,2.793915271759033,0.49184
205,-10.1,0.2722126543521881,2.654219388961792,0.4918
206,-10.12,0.2627857029438019,2.5215084552764893,0.49176
207,-10.07,0.25383007526397705,2.395432949066162,0.49172
208,-10.11,0.24532224237918854,2.2756612300872803,0.49168
209,-10.1,0.2372526079416275,2.1618781089782715,0.49164
210,-10.02,0.22959913313388824,2.053784132003784,0.4916
211,-10.12,0.22232837975025177,1.9510948657989502,0.49156
212,-10.1,0.21542112529277802,1.853540062904358,0.49152
213,-10.17,0.2088605761528015,1.7608630657196045,0.49148000000000003
214,-10.02,0.202652245759964,1.6728198528289795,0.49144
215,-10.03,0.19676846265792847,1.5891788005828857,0.4914
216,-10.03,0.19119025766849518,1.5097198486328125,0.49136
217,-10.11,0.18589095771312714,1.4342337846755981,0.49132
218,-10.049999999999999,0.1808566004037857,1.3625221252441406,0.49128
219,-10.12,0.17607396841049194,1.2943960428237915,0.49124
220,-10.02,0.17153047025203705,1.2296762466430664,0.4912
221,-10.129999999999999,0.16722272336483002,1.1681923866271973,0.49116
222,-10.12,0.16314730048179626,1.1097826957702637,0.49112
223,-10.1,0.1592799723148346,1.0542935132980347,0.49108
224,-10.12,0.15562936663627625,1.0015788078308105,0.49104
225,-10.11,0.1521846354007721,0.951499879360199,0.491
226,-10.12,0.14891213178634644,0.9039248824119568,0.49096
227,-10.1,0.1458180546760559,0.8587286472320557,0.49092
228,-10.02,0.14288939535617828,0.8157922029495239,0.49088
229,-10.09,0.14012394845485687,0.7750025987625122,0.49084
230,-10.04,0.13750550150871277,0.73625248670578,0.4908
231,-10.09,0.1350179761648178,0.6994398832321167,0.49076
