episodio,recompensa,feromona_media,feromona_max,peso_aco_aplicado
0,9.059999999999999,1.0410202741622925,1.5219148397445679,0.5
1,7.280000000000014,1.0816307067871094,1.585200309753418,0.49996
2,-4.999999999999938,1.0708143711090088,1.5693483352661133,0.49992
3,6.360000000000033,1.1111265420913696,1.6635448932647705,0.49988
4,9.18,1.1510356664657593,2.0131049156188965,0.49984
5,8.18,1.1905460357666016,2.244641065597534,0.4998
6,9.64,1.2296608686447144,2.720791816711426,0.49976
7,7.9399999999999995,1.2683846950531006,2.927791118621826,0.49972
8,9.46,1.3067213296890259,3.0836985111236572,0.49968
9,6.100000000000039,1.3446743488311768,3.2774438858032227,0.49964
10,6.280000000000035,1.382248044013977,3.674776554107666,0.4996
11,8.78,1.4194457530975342,3.883930206298828,0.49956
12,8.94,1.4562718868255615,4.490783214569092,0.49952
13,9.74,1.4927295446395874,4.445875644683838,0.49948
14,9.4,1.528822898864746,4.401416778564453,0.49944
15,9.46,1.5645548105239868,4.79951810836792,0.4994
16,9.54,1.599929690361023,5.186305999755859,0.49936
17,8.479999999999999,1.634951114654541,5.79233980178833,0.49932
18,9.66,1.6696219444274902,6.028533935546875,0.49928
19,9.059999999999999,1.7039459943771362,6.287397384643555,0.49924
20,9.8,1.7379268407821655,7.224523544311523,0.4992
21,9.54,1.7715684175491333,7.587061405181885,0.49916
22,9.7,1.804872751235962,7.844524383544922,0.49912
23,9.66,1.8378444910049438,7.766079425811768,0.49908
24,9.48,1.8704864978790283,8.457649230957031,0.49904
25,9.8,1.9028021097183228,8.373072624206543,0.499
26,9.16,1.9347944259643555,8.4083890914917,0.49896
27,9.44,1.9664667844772339,8.502877235412598,0.49892
28,9.62,1.997822642326355,9.207322120666504,0.49888
29,9.44,2.0288236141204834,10.0,0.49884
30,9.36,2.059555768966675,9.899999618530273,0.4988
31,9.34,2.089449882507324,10.0,0.49876
32,9.54,2.1145403385162354,10.0,0.49872
33,9.66,2.1434249877929688,10.0,0.49868
34,9.48,2.1725401878356934,10.0,0.49863999999999997
35,9.52,2.2018349170684814,9.899999618530273,0.4986
36,9.04,2.2291953563690186,10.0,0.49856
37,9.34,2.253795623779297,10.0,0.49852
38,9.56,2.2804694175720215,10.0,0.49848
39,9.68,2.3085930347442627,10.0,0.49844
40,9.74,2.3350751399993896,10.0,0.4984
41,9.54,2.361442804336548,10.0,0.49836
42,9.7,2.3864681720733643,10.0,0.49832
43,9.7,2.4102840423583984,10.0,0.49828
44,9.74,2.4328455924987793,10.0,0.49824
45,9.58,2.4588327407836914,10.0,0.4982
46,9.78,2.482314109802246,10.0,0.49816
47,9.78,2.5006518363952637,10.0,0.49812
