episodio,recompensa,feromona_media,feromona_max,peso_aco_aplicado
0,6.320000000000034,1.0410202741622925,1.2889126539230347,0.5
1,-4.999999999999938,1.0306100845336914,1.276023507118225,0.49996
2,8.059999999999999,1.071324348449707,1.5691014528274536,0.49992
3,5.880000000000043,1.1116316318511963,1.699041485786438,0.49988
4,-4.999999999999938,1.1005152463912964,1.6820510625839233,0.49984
5,8.52,1.1405307054519653,1.800365686416626,0.4998
6,9.6,1.1801456212997437,2.169407367706299,0.49976
7,6.620000000000028,1.2193647623062134,2.2645061016082764,0.49972
8,9.16,1.258191466331482,2.521815061569214,0.49968
9,7.820000000000002,1.296629786491394,2.6131227016448975,0.49964
10,8.2,1.334684133529663,2.809213876724243,0.4996
11,9.58,1.372357726097107,3.5542545318603516,0.49956
12,8.719999999999999,1.4096546173095703,3.596837043762207,0.49952
13,8.76,1.4465783834457397,3.9640941619873047,0.49948
14,8.479999999999999,1.48313307762146,4.253401279449463,0.49944
15,9.44,1.5193220376968384,4.568009853363037,0.4994
16,7.860000000000001,1.5551493167877197,4.615787982940674,0.49936
17,8.639999999999999,1.5906184911727905,4.64315938949585,0.49932
18,9.82,1.6257327795028687,5.152283668518066,0.49928
19,9.2,1.6604958772659302,5.2257609367370605,0.49924
20,8.2,1.6949111223220825,5.244478225708008,0.4992
21,9.46,1.72898268699646,5.932773113250732,0.49916
22,8.959999999999999,1.762713074684143,6.161906719207764,0.49912
23,9.74,1.7961064577102661,6.484903335571289,0.49908
24,9.08,1.8291655778884888,6.637445449829102,0.49904
25,9.72,1.8618946075439453,7.2853569984436035,0.499
26,9.04,1.8942958116531372,7.316669940948486,0.49896
27,9.42,1.9263732433319092,7.760744571685791,0.49892
28,7.700000000000005,1.9581302404403687,8.030964851379395,0.49888
29,9.8,1.9895691871643066,8.450654983520508,0.49884
30,9.44,2.0206940174102783,8.544720649719238,0.4988
31,9.8,2.0515077114105225,8.959273338317871,0.49876
32,9.64,2.082012891769409,9.194395065307617,0.49872
33,9.64,2.112213373184204,9.935784339904785,0.49868
34,9.16,2.1411237716674805,10.0,0.49863999999999997
35,9.76,2.1669914722442627,10.0,0.4986
36,9.56,2.1963419914245605,9.899999618530273,0.49856
37,9.68,2.222435474395752,10.0,0.49852
38,9.54,2.2500338554382324,10.0,0.49848
39,9.76,2.2748873233795166,10.0,0.49844
40,9.76,2.2924442291259766,10.0,0.4984
41,9.04,2.3204550743103027,10.0,0.49836
42,9.74,2.338538408279419,10.0,0.49832
43,9.82,2.353100299835205,10.0,0.49828
44,9.6,2.377784013748169,10.0,0.49824
45,9.82,2.39754319190979,10.0,0.4982
46,9.74,2.4183807373046875,10.0,0.49816
