episodio,recompensa,feromona_media,feromona_max,peso_aco_aplicado
0,8.52,1.0010201930999756,1.490540623664856,0.5
1,9.059999999999999,1.0019898414611816,2.116703510284424,0.49996
2,9.0,1.0029107332229614,2.0108683109283447,0.49992
3,7.959999999999999,1.003785490989685,2.008363962173462,0.49988
4,8.12,1.004616618156433,2.3745176792144775,0.49984
5,8.059999999999999,1.005406141281128,2.461977005004883,0.4998
6,9.52,1.006156086921692,3.172211170196533,0.49976
7,7.720000000000004,1.006868839263916,3.364478349685669,0.49972
8,8.719999999999999,1.007545828819275,3.2743794918060303,0.49968
9,8.62,1.0081889629364014,3.183124303817749,0.49964
10,8.579999999999998,1.0087999105453491,3.3760812282562256,0.4996
11,8.94,1.0093802213668823,3.5846354961395264,0.49956
12,8.78,1.0099315643310547,3.6513049602508545,0.49952
13,8.5,1.0104553699493408,3.868739366531372,0.49948
14,9.64,1.0109529495239258,4.007312297821045,0.49944
15,8.079999999999998,1.0114257335662842,4.015279769897461,0.4994
16,9.28,1.0118749141693115,4.092293739318848,0.49936
17,9.04,1.0123015642166138,4.61684513092041,0.49932
18,8.54,1.0127068758010864,4.7284698486328125,0.49928
19,9.44,1.0130919218063354,4.670617580413818,0.49924
20,9.32,1.0134576559066772,4.846922397613525,0.4992
21,9.48,1.0138051509857178,4.796883583068848,0.49916
22,7.760000000000003,1.0141353607177734,4.869539737701416,0.49912
23,9.26,1.014449119567871,5.842279434204102,0.49908
24,9.4,1.0147470235824585,5.883498191833496,0.49904
25,9.34,1.015030026435852,5.740838050842285,0.499
26,8.44,1.0152989625930786,5.582001209259033,0.49896
27,9.14,1.0155543088912964,5.638345241546631,0.49892
28,9.5,1.0157970190048218,5.748220920562744,0.49888
29,9.82,1.0160276889801025,6.432143211364746,0.49884
30,9.36,1.0162465572357178,6.266786098480225,0.4988
31,9.44,1.0164546966552734,6.489160537719727,0.49876
32,9.74,1.0166523456573486,7.318548679351807,0.49872
33,9.059999999999999,1.0168402194976807,7.059003829956055,0.49868
34,9.56,1.0170185565948486,7.1605987548828125,0.49863999999999997
35,9.42,1.0171879529953003,7.147396564483643,0.4986
36,9.42,1.0173488855361938,7.134854316711426,0.49856
37,9.7,1.017501950263977,7.11144495010376,0.49852
38,9.6,1.0176472663879395,7.50587272644043,0.49848
39,9.04,1.0177851915359497,7.443078517913818,0.49844
40,9.74,1.0179164409637451,7.840155124664307,0.4984
41,9.2,1.0180408954620361,7.573147296905518,0.49836
42,9.86,1.0181593894958496,7.908775806427002,0.49832
43,9.72,1.018271803855896,7.870480060577393,0.49828
44,9.62,1.018695592880249,8.266429901123047,0.49824
45,9.68,1.0216128826141357,8.165608406066895,0.4982
46,9.76,1.0243841409683228,8.590662002563477,0.49816
