ID,Tiempo_Minutos
Ablacion_SoloPPO,13.61955976486206
Hibrido_Base,14.628196863333384
Hibrido_LRAlto,10.741381684939066
Hibrido_EvapAlta,13.879176620642344
Hibrido_RedGrande,13.085238230228423
Hibrido_AlphaBajo,12.933765455087025
Hibrido_AlphaBajo_EvapAlta,14.54014268318812
